"Date","Price","Open","High","Low","Vol.","Change %"
"06/22/2016","2,085.40","2,089.80","2,099.70","2,084.40","","-0.17%"
"06/21/2016","2,088.90","2,085.20","2,093.70","2,083.00","","0.27%"
"06/20/2016","2,083.20","2,075.60","2,100.70","2,075.60","","0.58%"
"06/17/2016","2,071.20","2,078.20","2,078.20","2,062.80","","-0.33%"
"06/16/2016","2,078.00","2,066.40","2,079.60","2,050.40","","0.31%"
"06/15/2016","2,071.50","2,077.60","2,085.70","2,069.80","","-0.18%"
"06/14/2016","2,075.30","2,076.70","2,081.30","2,064.10","","-0.18%"
"06/13/2016","2,079.10","2,091.80","2,098.10","2,078.50","","-0.81%"
"06/10/2016","2,096.10","2,109.60","2,109.60","2,090.00","","-0.92%"
"06/09/2016","2,115.50","2,115.70","2,117.60","2,107.70","","-0.17%"
"06/08/2016","2,119.10","2,112.70","2,120.60","2,112.70","","0.33%"
"06/07/2016","2,112.10","2,110.20","2,119.20","2,110.20","","0.13%"
"06/06/2016","2,109.40","2,100.80","2,113.40","2,100.80","","0.49%"
"06/03/2016","2,099.10","2,104.10","2,104.10","2,085.40","","-0.29%"
"06/02/2016","2,105.30","2,097.70","2,105.30","2,088.60","","0.29%"
"06/01/2016","2,099.30","2,093.90","2,101.00","2,085.10","","0.11%"
"05/31/2016","2,097.00","2,100.10","2,103.50","2,088.70","","-0.10%"
"05/27/2016","2,099.10","2,090.10","2,099.10","2,090.10","","0.43%"
"05/26/2016","2,090.10","2,091.40","2,094.30","2,087.10","","-0.02%"
"05/25/2016","2,090.50","2,078.90","2,094.70","2,078.90","","0.69%"
"05/24/2016","2,076.10","2,052.70","2,079.70","2,052.70","","1.37%"
"05/23/2016","2,048.00","2,052.20","2,055.60","2,047.30","","-0.21%"
"05/20/2016","2,052.30","2,041.90","2,058.30","2,041.90","","0.60%"
"05/19/2016","2,040.00","2,044.20","2,044.20","2,025.90","","-0.37%"
"05/18/2016","2,047.60","2,044.40","2,060.60","2,034.50","","0.02%"
"05/17/2016","2,047.20","2,065.00","2,065.70","2,040.80","","-0.94%"
"05/16/2016","2,066.70","2,046.50","2,071.90","2,046.50","","0.98%"
"05/13/2016","2,046.60","2,062.50","2,066.80","2,043.10","","-0.85%"
"05/12/2016","2,064.10","2,067.20","2,074.00","2,053.10","","-0.02%"
"05/11/2016","2,064.50","2,083.30","2,083.30","2,064.50","","-0.95%"
"05/10/2016","2,084.40","2,062.60","2,084.90","2,062.60","","1.25%"
"05/09/2016","2,058.70","2,057.60","2,064.20","2,054.30","","0.08%"
"05/06/2016","2,057.10","2,047.80","2,057.70","2,039.50","","0.32%"
"05/05/2016","2,050.60","2,052.90","2,060.20","2,045.80","","-0.02%"
"05/04/2016","2,051.10","2,060.30","2,060.30","2,045.50","","-0.60%"
"05/03/2016","2,063.40","2,077.20","2,077.20","2,054.90","","-0.86%"
"05/02/2016","2,081.40","2,067.20","2,083.40","2,066.10","","0.78%"
"04/29/2016","2,065.30","2,071.80","2,073.80","2,052.30","","-0.51%"
"04/28/2016","2,075.80","2,090.90","2,099.30","2,071.60","","-0.93%"
"04/27/2016","2,095.20","2,092.30","2,099.90","2,082.30","","0.17%"
"04/26/2016","2,091.70","2,089.80","2,096.90","2,085.80","","0.19%"
"04/25/2016","2,087.80","2,089.40","2,089.40","2,077.50","","-0.18%"
"04/22/2016","2,091.60","2,091.50","2,094.30","2,081.20","","0.00%"
"04/21/2016","2,091.50","2,102.10","2,103.80","2,088.50","","-0.52%"
"04/20/2016","2,102.40","2,101.50","2,111.10","2,096.30","","0.08%"
"04/19/2016","2,100.80","2,096.10","2,104.10","2,091.70","","0.31%"
"04/18/2016","2,094.30","2,078.80","2,094.70","2,073.70","","0.65%"
"04/15/2016","2,080.70","2,083.10","2,083.20","2,076.30","","-0.10%"
"04/14/2016","2,082.80","2,082.90","2,087.80","2,078.10","","0.02%"
"04/13/2016","2,082.40","2,065.90","2,083.20","2,065.90","","1.00%"
"04/12/2016","2,061.70","2,043.70","2,065.10","2,039.70","","0.96%"
"04/11/2016","2,042.00","2,050.20","2,062.90","2,041.90","","-0.27%"
"04/08/2016","2,047.60","2,045.50","2,060.60","2,041.70","","0.28%"
"04/07/2016","2,041.90","2,063.00","2,063.00","2,033.80","","-1.20%"
"04/06/2016","2,066.70","2,045.60","2,067.30","2,043.10","","1.05%"
"04/05/2016","2,045.20","2,062.50","2,062.50","2,042.60","","-1.01%"
"04/04/2016","2,066.10","2,073.20","2,074.00","2,062.60","","-0.32%"
"04/01/2016","2,072.80","2,056.60","2,075.10","2,044.00","","0.64%"
"03/31/2016","2,059.70","2,063.80","2,067.90","2,057.50","","-0.20%"
"03/30/2016","2,063.90","2,058.30","2,072.20","2,058.30","","0.43%"
"03/29/2016","2,055.00","2,035.80","2,055.90","2,028.30","","0.88%"
"03/28/2016","2,037.00","2,037.90","2,042.70","2,032.00","","0.05%"
"03/24/2016","2,035.90","2,032.50","2,036.00","2,022.50","","-0.04%"
"03/23/2016","2,036.70","2,048.60","2,048.60","2,034.90","","-0.64%"
"03/22/2016","2,049.80","2,048.60","2,056.60","2,040.60","","-0.09%"
"03/21/2016","2,051.60","2,047.90","2,053.90","2,043.10","","0.10%"
"03/18/2016","2,049.60","2,041.20","2,052.40","2,041.20","","0.44%"
"03/17/2016","2,040.60","2,026.90","2,046.20","2,022.20","","0.66%"
"03/16/2016","2,027.20","2,014.20","2,032.00","2,010.00","","0.56%"
"03/15/2016","2,015.90","2,015.30","2,015.90","2,005.20","","-0.18%"
"03/14/2016","2,019.60","2,019.30","2,024.60","2,012.00","","-0.13%"
"03/11/2016","2,022.20","1,994.70","2,022.40","1,994.70","","1.64%"
"03/10/2016","1,989.60","1,991.00","2,005.10","1,969.20","","0.02%"
"03/09/2016","1,989.30","1,981.40","1,992.70","1,979.80","","0.51%"
"03/08/2016","1,979.30","1,996.90","1,996.90","1,977.40","","-1.12%"
"03/07/2016","2,001.80","1,996.10","2,006.10","1,989.40","","0.09%"
"03/04/2016","2,000.00","1,994.00","2,009.10","1,986.80","","0.33%"
"03/03/2016","1,993.40","1,985.60","1,993.70","1,977.40","","0.35%"
"03/02/2016","1,986.50","1,976.60","1,986.50","1,968.80","","0.41%"
"03/01/2016","1,978.30","1,937.10","1,978.30","1,937.10","","2.39%"
"02/29/2016","1,932.20","1,947.10","1,958.30","1,931.80","","-0.81%"
"02/26/2016","1,948.00","1,955.00","1,963.00","1,945.80","","-0.19%"
"02/25/2016","1,951.70","1,931.90","1,951.80","1,925.40","","1.13%"
"02/24/2016","1,929.80","1,917.60","1,932.10","1,891.00","","0.44%"
"02/23/2016","1,921.30","1,942.40","1,942.40","1,919.40","","-1.24%"
"02/22/2016","1,945.50","1,924.40","1,946.70","1,924.40","","1.44%"
"02/19/2016","1,917.80","1,916.70","1,918.80","1,902.20","","0.00%"
"02/18/2016","1,917.80","1,927.60","1,930.00","1,915.10","","-0.47%"
"02/17/2016","1,926.80","1,898.80","1,930.70","1,898.80","","1.65%"
"02/16/2016","1,895.60","1,871.40","1,895.80","1,871.40","","1.65%"
"02/12/2016","1,864.80","1,833.40","1,864.80","1,833.40","","1.95%"
"02/11/2016","1,829.10","1,847.00","1,847.00","1,810.10","","-1.23%"
"02/10/2016","1,851.90","1,857.10","1,881.60","1,850.30","","-0.02%"
"02/09/2016","1,852.20","1,848.50","1,868.20","1,834.90","","-0.06%"
"02/08/2016","1,853.40","1,873.20","1,873.20","1,828.50","","-1.41%"
"02/05/2016","1,880.00","1,913.10","1,913.10","1,872.70","","-1.85%"
"02/04/2016","1,915.50","1,911.70","1,927.30","1,900.50","","0.16%"
"02/03/2016","1,912.50","1,907.10","1,918.00","1,872.20","","0.50%"
"02/02/2016","1,903.00","1,935.30","1,935.30","1,897.30","","-1.88%"
"02/01/2016","1,939.40","1,936.90","1,947.20","1,920.30","","-0.04%"
"01/29/2016","1,940.20","1,894.00","1,940.20","1,894.00","","2.47%"
"01/28/2016","1,893.40","1,885.20","1,903.00","1,873.70","","0.55%"
"01/27/2016","1,883.00","1,902.50","1,917.00","1,872.70","","-1.08%"
"01/26/2016","1,903.60","1,878.80","1,906.70","1,878.80","","1.41%"
"01/25/2016","1,877.10","1,906.30","1,906.30","1,876.00","","-1.56%"
"01/22/2016","1,906.90","1,877.40","1,908.80","1,877.40","","2.03%"
"01/21/2016","1,869.00","1,861.50","1,889.80","1,849.00","","0.52%"
"01/20/2016","1,859.30","1,876.20","1,876.20","1,812.30","","-1.17%"
"01/19/2016","1,881.30","1,888.70","1,901.40","1,864.60","","0.05%"
"01/15/2016","1,880.30","1,916.70","1,916.70","1,857.80","","-2.16%"
"01/14/2016","1,921.80","1,891.70","1,934.50","1,878.90","","1.67%"
"01/13/2016","1,890.30","1,940.30","1,950.30","1,886.40","","-2.50%"
"01/12/2016","1,938.70","1,927.80","1,947.40","1,914.30","","0.78%"
"01/11/2016","1,923.70","1,926.10","1,935.70","1,901.10","","0.09%"
"01/08/2016","1,922.00","1,946.00","1,960.40","1,918.50","","-1.09%"
"01/07/2016","1,943.10","1,985.30","1,985.30","1,938.80","","-2.37%"
"01/06/2016","1,990.30","2,011.70","2,011.70","1,979.00","","-1.31%"
"01/05/2016","2,016.70","2,013.80","2,021.90","2,004.20","","0.20%"
"01/04/2016","2,012.70","2,038.20","2,038.20","1,989.70","","-1.53%"
"12/31/2015","2,043.90","2,060.60","2,062.50","2,043.60","","-0.95%"
"12/30/2015","2,063.40","2,077.30","2,077.30","2,062.00","","-0.72%"
"12/29/2015","2,078.40","2,060.50","2,081.60","2,060.50","","1.06%"
"12/28/2015","2,056.50","2,057.80","2,057.80","2,044.20","","-0.22%"
"12/24/2015","2,061.00","2,063.50","2,067.40","2,058.70","","-0.16%"
"12/23/2015","2,064.30","2,042.20","2,064.70","2,042.20","","1.24%"
"12/22/2015","2,039.00","2,023.20","2,042.70","2,020.50","","0.88%"
"12/21/2015","2,021.20","2,010.30","2,022.90","2,005.90","","0.78%"
"12/18/2015","2,005.50","2,040.80","2,040.80","2,005.30","","-1.78%"
"12/17/2015","2,041.90","2,073.80","2,076.40","2,041.70","","-1.50%"
"12/16/2015","2,073.10","2,046.50","2,076.70","2,042.40","","1.45%"
"12/15/2015","2,043.40","2,025.50","2,053.90","2,025.50","","1.06%"
"12/14/2015","2,021.90","2,013.40","2,022.90","1,993.30","","0.47%"
"12/11/2015","2,012.40","2,047.30","2,047.30","2,008.80","","-1.94%"
"12/10/2015","2,052.20","2,047.90","2,067.70","2,045.70","","0.22%"
"12/09/2015","2,047.60","2,061.20","2,080.30","2,036.50","","-0.78%"
"12/08/2015","2,063.60","2,073.40","2,073.80","2,052.30","","-0.65%"
"12/07/2015","2,077.10","2,090.40","2,090.40","2,066.80","","-0.70%"
"12/04/2015","2,091.70","2,051.20","2,093.80","2,051.20","","2.05%"
"12/03/2015","2,049.60","2,080.70","2,085.00","2,042.30","","-1.44%"
"12/02/2015","2,079.50","2,101.70","2,104.30","2,077.10","","-1.10%"
"12/01/2015","2,102.60","2,082.90","2,103.40","2,082.90","","1.07%"
"11/30/2015","2,080.40","2,090.90","2,093.80","2,080.40","","-0.46%"
"11/27/2015","2,090.10","2,088.80","2,093.30","2,084.10","","0.06%"
"11/25/2015","2,088.90","2,089.30","2,093.00","2,086.30","","-0.01%"
"11/24/2015","2,089.10","2,084.40","2,094.10","2,070.30","","0.12%"
"11/23/2015","2,086.60","2,089.40","2,095.60","2,081.40","","-0.12%"
"11/20/2015","2,089.20","2,082.80","2,097.10","2,082.80","","0.38%"
"11/19/2015","2,081.20","2,083.70","2,086.70","2,078.80","","-0.12%"
"11/18/2015","2,083.60","2,052.00","2,085.30","2,052.00","","1.62%"
"11/17/2015","2,050.40","2,053.70","2,066.70","2,045.90","","-0.14%"
"11/16/2015","2,053.20","2,022.10","2,053.20","2,019.40","","1.49%"
"11/13/2015","2,023.00","2,044.60","2,044.60","2,022.00","","-1.12%"
"11/12/2015","2,046.00","2,072.30","2,072.30","2,045.70","","-1.40%"
"11/11/2015","2,075.00","2,083.40","2,086.90","2,074.80","","-0.32%"
"11/10/2015","2,081.70","2,077.20","2,083.70","2,069.90","","0.15%"
"11/09/2015","2,078.60","2,096.60","2,096.60","2,068.20","","-0.98%"
"11/06/2015","2,099.20","2,098.60","2,101.90","2,083.70","","-0.03%"
"11/05/2015","2,099.90","2,101.70","2,108.80","2,090.40","","-0.11%"
"11/04/2015","2,102.30","2,110.60","2,114.60","2,097.00","","-0.36%"
"11/03/2015","2,109.80","2,102.60","2,116.50","2,097.50","","0.27%"
"11/02/2015","2,104.10","2,080.80","2,106.20","2,080.80","","1.19%"
"10/30/2015","2,079.40","2,090.00","2,094.30","2,079.30","","-0.48%"
"10/29/2015","2,089.40","2,088.30","2,092.50","2,082.60","","-0.04%"
"10/28/2015","2,090.30","2,066.50","2,090.30","2,063.10","","1.18%"
"10/27/2015","2,065.90","2,068.80","2,070.40","2,058.80","","-0.26%"
"10/26/2015","2,071.20","2,075.10","2,075.10","2,066.50","","-0.19%"
"10/23/2015","2,075.20","2,058.20","2,079.70","2,058.20","","1.11%"
"10/22/2015","2,052.50","2,021.90","2,055.20","2,021.90","","1.66%"
"10/21/2015","2,018.90","2,033.50","2,038.00","2,017.20","","-0.59%"
"10/20/2015","2,030.80","2,033.10","2,039.10","2,026.60","","-0.14%"
"10/19/2015","2,033.70","2,031.70","2,034.50","2,022.30","","0.03%"
"10/16/2015","2,033.10","2,024.40","2,033.50","2,020.50","","0.45%"
"10/15/2015","2,023.90","1,996.50","2,024.20","1,996.50","","1.49%"
"10/14/2015","1,994.20","2,003.70","2,009.60","1,990.70","","-0.47%"
"10/13/2015","2,003.70","2,015.00","2,022.30","2,001.80","","-0.68%"
"10/12/2015","2,017.50","2,015.70","2,018.70","2,010.50","","0.13%"
"10/09/2015","2,014.90","2,013.70","2,020.10","2,007.60","","0.07%"
"10/08/2015","2,013.40","1,994.00","2,016.50","1,987.50","","0.88%"
"10/07/2015","1,995.80","1,982.30","1,999.30","1,976.40","","0.80%"
"10/06/2015","1,979.90","1,986.60","1,991.60","1,972.00","","-0.36%"
"10/05/2015","1,987.00","1,954.30","1,989.20","1,954.30","","1.82%"
"10/02/2015","1,951.40","1,921.80","1,951.40","1,893.70","","1.43%"
"10/01/2015","1,923.80","1,919.70","1,927.20","1,900.70","","0.20%"
"09/30/2015","1,920.00","1,887.10","1,920.50","1,887.10","","1.91%"
"09/29/2015","1,884.10","1,881.90","1,899.50","1,871.90","","0.12%"
"09/28/2015","1,881.80","1,929.20","1,929.20","1,879.20","","-2.56%"
"09/25/2015","1,931.30","1,935.90","1,952.90","1,921.50","","-0.05%"
"09/24/2015","1,932.20","1,934.80","1,937.20","1,908.90","","-0.34%"
"09/23/2015","1,938.80","1,943.20","1,949.50","1,932.60","","-0.20%"
"09/22/2015","1,942.70","1,961.40","1,961.40","1,929.20","","-1.24%"
"09/21/2015","1,967.00","1,960.80","1,979.60","1,955.80","","0.46%"
"09/18/2015","1,958.00","1,989.70","1,989.70","1,953.50","","-1.62%"
"09/17/2015","1,990.20","1,995.30","2,020.90","1,986.70","","-0.26%"
"09/16/2015","1,995.30","1,978.00","1,997.30","1,977.90","","0.87%"
"09/15/2015","1,978.10","1,955.10","1,983.20","1,954.30","","1.29%"
"09/14/2015","1,953.00","1,963.10","1,963.10","1,948.30","","-0.41%"
"09/11/2015","1,961.00","1,951.50","1,961.00","1,939.20","","0.45%"
"09/10/2015","1,952.30","1,941.60","1,965.30","1,937.20","","0.53%"
"09/09/2015","1,942.00","1,971.50","1,988.60","1,937.90","","-1.39%"
"09/08/2015","1,969.40","1,927.30","1,970.40","1,927.30","","2.51%"
"09/04/2015","1,921.20","1,947.80","1,947.80","1,911.20","","-1.53%"
"09/03/2015","1,951.10","1,950.80","1,975.00","1,944.70","","0.11%"
"09/02/2015","1,948.90","1,916.50","1,948.90","1,916.50","","1.83%"
"09/01/2015","1,913.80","1,970.10","1,970.10","1,903.10","","-2.96%"
"08/31/2015","1,972.20","1,986.70","1,986.70","1,966.00","","-0.84%"
"08/28/2015","1,988.90","1,986.10","1,993.50","1,975.20","","0.06%"
"08/27/2015","1,987.70","1,942.80","1,989.60","1,942.80","","2.43%"
"08/26/2015","1,940.50","1,872.80","1,943.10","1,872.80","","3.90%"
"08/25/2015","1,867.60","1,898.10","1,948.00","1,867.10","","-1.35%"
"08/24/2015","1,893.20","1,965.20","1,965.20","1,867.00","","-3.94%"
"08/21/2015","1,970.90","2,034.10","2,034.10","1,970.90","","-3.18%"
"08/20/2015","2,035.70","2,076.60","2,076.60","2,035.70","","-2.11%"
"08/19/2015","2,079.60","2,095.70","2,096.20","2,070.50","","-0.83%"
"08/18/2015","2,096.90","2,102.00","2,103.50","2,094.10","","-0.26%"
"08/17/2015","2,102.40","2,089.70","2,102.90","2,079.30","","0.52%"
"08/14/2015","2,091.50","2,083.20","2,092.40","2,080.60","","0.39%"
"08/13/2015","2,083.40","2,086.20","2,092.90","2,078.30","","-0.13%"
"08/12/2015","2,086.10","2,081.10","2,089.10","2,052.10","","0.10%"
"08/11/2015","2,084.10","2,102.70","2,102.70","2,076.50","","-0.96%"
"08/10/2015","2,104.20","2,081.00","2,105.30","2,081.00","","1.28%"
"08/07/2015","2,077.60","2,082.60","2,082.60","2,067.90","","-0.29%"
"08/06/2015","2,083.60","2,100.80","2,103.30","2,075.50","","-0.77%"
"08/05/2015","2,099.80","2,095.30","2,112.70","2,095.30","","0.31%"
"08/04/2015","2,093.30","2,097.70","2,102.50","2,088.60","","-0.22%"
"08/03/2015","2,098.00","2,104.50","2,105.70","2,087.30","","-0.28%"
"07/31/2015","2,103.80","2,111.60","2,114.20","2,102.10","","-0.23%"
"07/30/2015","2,108.60","2,106.80","2,110.50","2,095.00","","0.00%"
"07/29/2015","2,108.60","2,094.70","2,110.60","2,094.10","","0.74%"
"07/28/2015","2,093.20","2,070.80","2,095.60","2,069.10","","1.24%"
"07/27/2015","2,067.60","2,078.20","2,078.20","2,063.50","","-0.58%"
"07/24/2015","2,079.70","2,102.20","2,106.00","2,077.10","","-1.07%"
"07/23/2015","2,102.20","2,114.20","2,116.90","2,098.60","","-0.57%"
"07/22/2015","2,114.20","2,118.20","2,118.50","2,110.00","","-0.24%"
"07/21/2015","2,119.20","2,127.60","2,128.50","2,115.40","","-0.43%"
"07/20/2015","2,128.30","2,126.80","2,132.80","2,123.70","","0.08%"
"07/17/2015","2,126.60","2,126.80","2,128.90","2,119.90","","0.11%"
"07/16/2015","2,124.30","2,110.60","2,124.40","2,110.60","","0.80%"
"07/15/2015","2,107.40","2,109.00","2,114.10","2,102.50","","-0.07%"
"07/14/2015","2,108.90","2,099.70","2,112.00","2,098.20","","0.44%"
"07/13/2015","2,099.60","2,080.00","2,100.70","2,080.00","","1.11%"
"07/10/2015","2,076.60","2,052.70","2,081.30","2,052.70","","1.23%"
"07/09/2015","2,051.30","2,049.70","2,074.30","2,049.70","","0.22%"
"07/08/2015","2,046.70","2,077.70","2,077.70","2,044.70","","-1.66%"
"07/07/2015","2,081.30","2,069.50","2,083.70","2,044.00","","0.60%"
"07/06/2015","2,068.80","2,073.90","2,078.60","2,058.40","","-0.39%"
"07/02/2015","2,076.80","2,078.00","2,085.10","2,071.00","","-0.03%"
"07/01/2015","2,077.40","2,067.00","2,082.80","2,067.00","","0.69%"
"06/30/2015","2,063.10","2,061.20","2,074.30","2,056.30","","0.27%"
"06/29/2015","2,057.60","2,098.60","2,098.60","2,056.60","","-2.09%"
"06/26/2015","2,101.50","2,102.60","2,108.90","2,095.40","","-0.04%"
"06/25/2015","2,102.30","2,110.00","2,116.00","2,101.80","","-0.30%"
"06/24/2015","2,108.60","2,123.70","2,125.10","2,108.60","","-0.73%"
"06/23/2015","2,124.20","2,123.20","2,128.00","2,119.90","","0.07%"
"06/22/2015","2,122.80","2,112.50","2,129.90","2,112.50","","0.61%"
"06/19/2015","2,110.00","2,121.10","2,121.60","2,109.40","","-0.53%"
"06/18/2015","2,121.20","2,101.60","2,126.70","2,101.60","","0.99%"
"06/17/2015","2,100.40","2,097.40","2,106.80","2,088.90","","0.20%"
"06/16/2015","2,096.30","2,084.30","2,097.40","2,082.10","","0.57%"
"06/15/2015","2,084.40","2,091.30","2,091.30","2,072.50","","-0.46%"
"06/12/2015","2,094.10","2,107.40","2,107.40","2,091.30","","-0.70%"
"06/11/2015","2,108.90","2,106.20","2,115.00","2,106.20","","0.18%"
"06/10/2015","2,105.20","2,081.10","2,108.50","2,081.10","","1.20%"
"06/09/2015","2,080.20","2,079.10","2,085.60","2,072.10","","0.04%"
"06/08/2015","2,079.30","2,092.30","2,093.00","2,079.10","","-0.65%"
"06/05/2015","2,092.80","2,095.10","2,101.00","2,085.70","","-0.14%"
"06/04/2015","2,095.80","2,112.30","2,112.90","2,093.20","","-0.87%"
"06/03/2015","2,114.10","2,110.60","2,121.90","2,109.60","","0.21%"
"06/02/2015","2,109.60","2,110.40","2,117.60","2,099.10","","-0.10%"
"06/01/2015","2,111.70","2,108.60","2,119.20","2,102.50","","0.20%"
"05/29/2015","2,107.40","2,120.70","2,120.70","2,104.90","","-0.63%"
"05/28/2015","2,120.80","2,122.30","2,122.30","2,112.90","","-0.13%"
"05/27/2015","2,123.50","2,105.10","2,126.20","2,105.10","","0.92%"
"05/26/2015","2,104.20","2,125.30","2,125.30","2,099.20","","-1.03%"
"05/22/2015","2,126.10","2,130.40","2,132.20","2,126.10","","-0.22%"
"05/21/2015","2,130.80","2,125.60","2,134.30","2,122.90","","0.24%"
"05/20/2015","2,125.80","2,127.80","2,134.70","2,122.60","","-0.09%"
"05/19/2015","2,127.80","2,129.40","2,133.00","2,124.50","","-0.07%"
"05/18/2015","2,129.20","2,121.30","2,131.80","2,120.00","","0.31%"
"05/15/2015","2,122.70","2,122.10","2,123.90","2,116.80","","0.08%"
"05/14/2015","2,121.10","2,100.40","2,121.40","2,100.40","","1.08%"
"05/13/2015","2,098.50","2,099.60","2,110.20","2,096.00","","-0.03%"
"05/12/2015","2,099.10","2,102.90","2,105.10","2,085.60","","-0.29%"
"05/11/2015","2,105.30","2,115.60","2,117.70","2,104.60","","-0.51%"
"05/08/2015","2,116.10","2,092.10","2,117.70","2,092.10","","1.35%"
"05/07/2015","2,088.00","2,080.00","2,092.90","2,075.00","","0.37%"
"05/06/2015","2,080.20","2,091.30","2,098.40","2,067.90","","-0.45%"
"05/05/2015","2,089.50","2,112.60","2,115.20","2,088.50","","-1.18%"
"05/04/2015","2,114.50","2,110.20","2,120.90","2,110.20","","0.29%"
"05/01/2015","2,108.30","2,087.40","2,108.40","2,087.40","","1.09%"
"04/30/2015","2,085.50","2,105.50","2,105.50","2,077.60","","-1.01%"
"04/29/2015","2,106.80","2,112.50","2,113.70","2,097.40","","-0.38%"
"04/28/2015","2,114.80","2,108.30","2,116.10","2,094.90","","0.28%"
"04/27/2015","2,108.90","2,119.30","2,125.90","2,107.00","","-0.42%"
