"Date","Price","Open","High","Low","Vol.","Change %"
"11/15/2017","2,564.60","2,569.40","2,572.80","2,557.40","","-0.55%"
"11/14/2017","2,578.90","2,577.80","2,579.70","2,566.60","","-0.23%"
"11/13/2017","2,584.80","2,576.50","2,587.70","2,574.50","","0.10%"
"11/10/2017","2,582.30","2,580.20","2,583.80","2,575.60","","-0.09%"
"11/09/2017","2,584.60","2,584.00","2,586.50","2,566.30","","-0.38%"
"11/08/2017","2,594.40","2,588.70","2,595.50","2,585.00","","0.15%"
"11/07/2017","2,590.60","2,592.10","2,597.00","2,584.30","","-0.02%"
"11/06/2017","2,591.10","2,587.50","2,593.40","2,585.70","","0.13%"
"11/03/2017","2,587.80","2,581.90","2,588.40","2,576.80","","0.31%"
"11/02/2017","2,579.80","2,579.50","2,581.10","2,566.20","","0.02%"
"11/01/2017","2,579.40","2,583.20","2,588.40","2,574.90","","0.16%"
"10/31/2017","2,575.30","2,576.00","2,578.30","2,572.20","","0.10%"
"10/30/2017","2,572.80","2,577.80","2,580.00","2,568.20","","-0.32%"
"10/27/2017","2,581.10","2,570.30","2,583.00","2,565.90","","0.81%"
"10/26/2017","2,560.40","2,560.10","2,567.10","2,559.80","","0.13%"
"10/25/2017","2,557.20","2,566.50","2,567.40","2,544.00","","-0.46%"
"10/24/2017","2,569.10","2,568.70","2,572.20","2,565.60","","0.16%"
"10/23/2017","2,565.00","2,578.10","2,578.30","2,564.30","","-0.40%"
"10/20/2017","2,575.20","2,567.60","2,575.40","2,567.60","","0.51%"
"10/19/2017","2,562.10","2,553.40","2,562.40","2,547.90","","0.03%"
"10/18/2017","2,561.30","2,562.90","2,564.10","2,559.70","","0.07%"
"10/17/2017","2,559.40","2,557.20","2,559.70","2,554.70","","0.07%"
"10/16/2017","2,557.60","2,555.60","2,559.50","2,552.60","","0.17%"
"10/13/2017","2,553.20","2,555.70","2,557.70","2,552.10","","0.09%"
"10/12/2017","2,550.90","2,552.90","2,555.30","2,548.30","","-0.17%"
"10/11/2017","2,555.20","2,550.60","2,555.20","2,547.90","","0.18%"
"10/10/2017","2,550.60","2,550.00","2,555.20","2,544.90","","0.23%"
"10/09/2017","2,544.70","2,551.40","2,551.80","2,541.60","","-0.18%"
"10/06/2017","2,549.30","2,547.40","2,549.40","2,543.80","","-0.11%"
"10/05/2017","2,552.10","2,540.90","2,552.50","2,540.00","","0.57%"
"10/04/2017","2,537.70","2,533.50","2,540.50","2,531.80","","0.12%"
"10/03/2017","2,534.60","2,530.30","2,535.10","2,528.80","","0.22%"
"10/02/2017","2,529.10","2,521.20","2,529.20","2,520.40","","0.39%"
"09/29/2017","2,519.40","2,510.00","2,519.40","2,508.00","","0.37%"
"09/28/2017","2,510.10","2,503.40","2,510.80","2,502.90","","0.12%"
"09/27/2017","2,507.00","2,503.30","2,511.80","2,495.90","","0.41%"
"09/26/2017","2,496.80","2,501.00","2,503.50","2,495.10","","0.00%"
"09/25/2017","2,496.70","2,499.40","2,502.50","2,488.00","","-0.22%"
"09/22/2017","2,502.20","2,497.30","2,503.50","2,496.50","","0.06%"
"09/21/2017","2,500.60","2,507.20","2,507.20","2,499.00","","-0.30%"
"09/20/2017","2,508.20","2,506.80","2,508.80","2,496.70","","0.06%"
"09/19/2017","2,506.70","2,506.30","2,507.80","2,503.20","","0.11%"
"09/18/2017","2,503.90","2,502.50","2,508.30","2,499.90","","0.15%"
"09/15/2017","2,500.20","2,495.70","2,500.20","2,493.20","","0.18%"
"09/14/2017","2,495.60","2,494.60","2,498.40","2,491.30","","-0.11%"
"09/13/2017","2,498.40","2,493.90","2,498.40","2,492.10","","0.08%"
"09/12/2017","2,496.50","2,491.90","2,496.80","2,490.40","","0.34%"
"09/11/2017","2,488.10","2,474.50","2,488.90","2,474.50","","1.08%"
"09/08/2017","2,461.40","2,462.20","2,467.10","2,459.40","","-0.15%"
"09/07/2017","2,465.10","2,468.10","2,468.60","2,460.30","","-0.02%"
"09/06/2017","2,465.50","2,463.80","2,469.60","2,459.20","","0.31%"
"09/05/2017","2,457.80","2,470.30","2,472.00","2,446.60","","-0.76%"
"09/01/2017","2,476.60","2,474.40","2,480.40","2,473.80","","0.20%"
"08/31/2017","2,471.70","2,462.70","2,475.00","2,462.70","","0.57%"
"08/30/2017","2,457.60","2,446.10","2,460.30","2,443.80","","0.46%"
"08/29/2017","2,446.30","2,431.90","2,449.20","2,428.20","","0.09%"
"08/28/2017","2,444.20","2,447.30","2,449.10","2,439.00","","0.05%"
"08/25/2017","2,443.10","2,444.70","2,454.00","2,442.20","","0.17%"
"08/24/2017","2,439.00","2,447.90","2,450.40","2,436.20","","-0.20%"
"08/23/2017","2,444.00","2,444.90","2,448.90","2,441.40","","-0.35%"
"08/22/2017","2,452.50","2,433.80","2,454.80","2,433.70","","0.99%"
"08/21/2017","2,428.40","2,425.50","2,430.60","2,417.30","","0.12%"
"08/18/2017","2,425.60","2,427.60","2,440.30","2,420.70","","-0.18%"
"08/17/2017","2,430.00","2,462.90","2,465.00","2,430.00","","-1.54%"
"08/16/2017","2,468.10","2,468.60","2,474.90","2,463.90","","0.14%"
"08/15/2017","2,464.60","2,468.70","2,468.90","2,461.60","","-0.05%"
"08/14/2017","2,465.80","2,455.00","2,468.20","2,455.00","","1.00%"
"08/11/2017","2,441.30","2,441.00","2,448.10","2,437.80","","0.13%"
"08/10/2017","2,438.20","2,465.40","2,465.40","2,437.80","","-1.45%"
"08/09/2017","2,474.00","2,465.30","2,474.40","2,462.10","","-0.04%"
"08/08/2017","2,474.90","2,478.30","2,490.90","2,470.30","","-0.24%"
"08/07/2017","2,480.90","2,477.10","2,480.90","2,475.90","","0.17%"
"08/04/2017","2,476.80","2,476.90","2,480.00","2,472.10","","0.19%"
"08/03/2017","2,472.20","2,476.00","2,476.00","2,468.80","","-0.22%"
"08/02/2017","2,477.60","2,480.40","2,480.40","2,466.50","","0.05%"
"08/01/2017","2,476.30","2,477.10","2,478.50","2,471.10","","0.24%"
"07/31/2017","2,470.30","2,475.90","2,478.00","2,468.50","","-0.07%"
"07/28/2017","2,472.10","2,469.10","2,473.50","2,464.70","","-0.13%"
"07/27/2017","2,475.40","2,482.80","2,484.00","2,459.90","","-0.10%"
"07/26/2017","2,477.80","2,480.00","2,481.70","2,474.90","","0.03%"
"07/25/2017","2,477.10","2,477.90","2,481.20","2,474.90","","0.29%"
"07/24/2017","2,469.90","2,472.00","2,473.10","2,466.30","","-0.11%"
"07/21/2017","2,472.50","2,467.40","2,472.50","2,465.10","","-0.04%"
"07/20/2017","2,473.40","2,475.60","2,477.60","2,468.40","","-0.02%"
"07/19/2017","2,473.80","2,463.80","2,473.80","2,463.80","","0.54%"
"07/18/2017","2,460.60","2,455.90","2,460.90","2,450.30","","0.06%"
"07/17/2017","2,459.10","2,459.50","2,462.80","2,457.20","","-0.01%"
"07/14/2017","2,459.30","2,449.20","2,463.50","2,446.70","","0.47%"
"07/13/2017","2,447.80","2,445.00","2,449.30","2,441.70","","0.19%"
"07/12/2017","2,443.20","2,435.80","2,445.80","2,435.80","","0.73%"
"07/11/2017","2,425.50","2,427.30","2,429.30","2,412.80","","-0.08%"
"07/10/2017","2,427.40","2,424.50","2,432.00","2,422.30","","0.09%"
"07/07/2017","2,425.20","2,413.50","2,426.90","2,413.50","","0.64%"
"07/06/2017","2,409.80","2,423.40","2,424.30","2,407.70","","-0.93%"
"07/05/2017","2,432.50","2,430.80","2,434.90","2,422.10","","0.14%"
"07/03/2017","2,429.00","2,431.40","2,439.20","2,428.70","","0.23%"
"06/30/2017","2,423.40","2,429.20","2,432.70","2,421.70","","0.15%"
"06/29/2017","2,419.70","2,442.40","2,442.70","2,405.70","","-0.86%"
"06/28/2017","2,440.70","2,428.70","2,443.00","2,428.00","","0.88%"
"06/27/2017","2,419.40","2,436.30","2,440.20","2,419.40","","-0.81%"
"06/26/2017","2,439.10","2,443.30","2,450.40","2,437.00","","0.03%"
"06/23/2017","2,438.30","2,434.70","2,441.40","2,431.10","","0.16%"
"06/22/2017","2,434.50","2,437.40","2,441.60","2,433.30","","-0.05%"
"06/21/2017","2,435.60","2,439.30","2,442.20","2,430.70","","-0.06%"
"06/20/2017","2,437.00","2,450.70","2,450.70","2,436.60","","-0.67%"
"06/19/2017","2,453.50","2,442.60","2,453.80","2,441.80","","0.83%"
"06/16/2017","2,433.20","2,431.20","2,433.20","2,422.90","","0.03%"
"06/15/2017","2,432.50","2,424.10","2,433.90","2,418.50","","-0.22%"
"06/14/2017","2,437.90","2,443.80","2,443.80","2,428.30","","-0.10%"
"06/13/2017","2,440.30","2,434.20","2,441.50","2,431.30","","0.45%"
"06/12/2017","2,429.40","2,425.90","2,430.40","2,420.00","","-0.10%"
"06/09/2017","2,431.80","2,436.40","2,446.20","2,415.70","","-0.08%"
"06/08/2017","2,433.80","2,434.30","2,439.30","2,427.90","","0.03%"
"06/07/2017","2,433.10","2,432.00","2,435.30","2,424.80","","0.16%"
"06/06/2017","2,429.30","2,431.90","2,436.20","2,428.10","","-0.28%"
"06/05/2017","2,436.10","2,437.80","2,439.60","2,434.30","","-0.12%"
"06/02/2017","2,439.10","2,431.30","2,440.20","2,427.70","","0.37%"
"06/01/2017","2,430.10","2,415.70","2,430.10","2,413.50","","0.76%"
"05/31/2017","2,411.80","2,415.60","2,416.00","2,403.60","","-0.05%"
"05/30/2017","2,412.90","2,411.70","2,415.30","2,409.40","","-0.12%"
"05/26/2017","2,415.80","2,414.50","2,416.70","2,412.20","","0.03%"
"05/25/2017","2,415.10","2,409.50","2,418.70","2,408.00","","0.45%"
"05/24/2017","2,404.40","2,401.40","2,405.60","2,398.00","","0.25%"
"05/23/2017","2,398.40","2,397.00","2,400.80","2,393.90","","0.18%"
"05/22/2017","2,394.00","2,387.20","2,395.50","2,386.90","","0.52%"
"05/19/2017","2,381.70","2,371.40","2,389.10","2,370.40","","0.68%"
"05/18/2017","2,365.70","2,354.70","2,375.70","2,352.70","","0.37%"
"05/17/2017","2,357.00","2,382.90","2,384.90","2,356.20","","-1.82%"
"05/16/2017","2,400.70","2,404.60","2,405.80","2,396.10","","-0.07%"
"05/15/2017","2,402.30","2,394.00","2,404.10","2,393.90","","0.48%"
"05/12/2017","2,390.90","2,392.40","2,392.40","2,387.20","","-0.15%"
"05/11/2017","2,394.40","2,394.80","2,395.70","2,381.70","","-0.22%"
"05/10/2017","2,399.60","2,396.80","2,399.70","2,392.80","","0.11%"
"05/09/2017","2,396.90","2,401.60","2,403.90","2,392.40","","-0.10%"
"05/08/2017","2,399.40","2,399.90","2,401.40","2,393.90","","0.00%"
"05/05/2017","2,399.30","2,392.40","2,399.30","2,389.40","","0.41%"
"05/04/2017","2,389.50","2,389.80","2,391.40","2,380.30","","0.06%"
"05/03/2017","2,388.10","2,386.50","2,389.80","2,379.80","","-0.13%"
"05/02/2017","2,391.20","2,391.10","2,392.90","2,385.80","","0.12%"
"05/01/2017","2,388.30","2,388.50","2,394.50","2,384.80","","0.17%"
"04/28/2017","2,384.20","2,393.70","2,393.70","2,382.40","","-0.19%"
"04/27/2017","2,388.80","2,389.70","2,392.10","2,382.70","","0.06%"
"04/26/2017","2,387.40","2,389.00","2,398.20","2,386.80","","-0.05%"
"04/25/2017","2,388.60","2,381.50","2,392.50","2,381.20","","0.61%"
"04/24/2017","2,374.20","2,370.30","2,377.00","2,369.20","","1.09%"
"04/21/2017","2,348.70","2,354.70","2,356.20","2,344.50","","-0.30%"
"04/20/2017","2,355.80","2,342.70","2,361.40","2,340.90","","0.75%"
"04/19/2017","2,338.20","2,346.80","2,352.60","2,335.10","","-0.17%"
"04/18/2017","2,342.20","2,342.50","2,348.30","2,334.50","","-0.29%"
"04/17/2017","2,349.00","2,332.60","2,349.10","2,332.50","","0.86%"
"04/13/2017","2,328.90","2,342.00","2,348.30","2,328.90","","-0.68%"
"04/12/2017","2,344.90","2,352.20","2,352.70","2,341.20","","-0.38%"
"04/11/2017","2,353.80","2,353.90","2,355.20","2,337.20","","-0.14%"
"04/10/2017","2,357.20","2,357.20","2,366.40","2,351.50","","0.07%"
"04/07/2017","2,355.50","2,356.60","2,363.80","2,350.70","","-0.08%"
"04/06/2017","2,357.50","2,353.80","2,364.20","2,348.90","","0.20%"
"04/05/2017","2,352.90","2,366.60","2,378.40","2,350.50","","-0.31%"
"04/04/2017","2,360.20","2,354.80","2,360.50","2,350.70","","0.06%"
"04/03/2017","2,358.80","2,362.30","2,365.90","2,344.70","","-0.17%"
"03/31/2017","2,362.70","2,364.80","2,370.30","2,362.60","","-0.23%"
"03/30/2017","2,368.10","2,361.30","2,370.40","2,358.60","","0.30%"
"03/29/2017","2,361.10","2,356.50","2,363.40","2,352.90","","0.11%"
"03/28/2017","2,358.60","2,339.80","2,363.80","2,337.60","","0.73%"
"03/27/2017","2,341.60","2,329.10","2,344.90","2,322.20","","-0.10%"
"03/24/2017","2,344.00","2,350.40","2,356.20","2,335.70","","-0.09%"
"03/23/2017","2,346.00","2,346.00","2,358.90","2,342.10","","-0.10%"
"03/22/2017","2,348.40","2,343.00","2,351.80","2,336.40","","0.19%"
"03/21/2017","2,344.00","2,379.30","2,381.90","2,341.90","","-1.24%"
"03/20/2017","2,373.50","2,378.20","2,379.60","2,369.70","","-0.20%"
"03/17/2017","2,378.20","2,383.70","2,385.70","2,377.60","","-0.13%"
"03/16/2017","2,381.40","2,387.70","2,388.10","2,377.20","","-0.16%"
"03/15/2017","2,385.30","2,370.30","2,390.00","2,368.90","","0.84%"
"03/14/2017","2,365.40","2,368.60","2,368.60","2,358.20","","-0.34%"
"03/13/2017","2,373.50","2,371.60","2,374.40","2,368.50","","0.04%"
"03/10/2017","2,372.60","2,372.50","2,376.90","2,363.00","","0.33%"
"03/09/2017","2,364.90","2,363.50","2,369.10","2,354.50","","0.08%"
"03/08/2017","2,363.00","2,369.80","2,373.10","2,361.00","","-0.23%"
"03/07/2017","2,368.40","2,370.70","2,375.10","2,365.50","","-0.29%"
"03/06/2017","2,375.30","2,375.20","2,378.80","2,368.00","","-0.33%"
"03/03/2017","2,383.10","2,380.90","2,383.90","2,375.40","","0.05%"
"03/02/2017","2,381.90","2,394.80","2,394.80","2,380.20","","-0.59%"
"03/01/2017","2,396.00","2,380.10","2,401.00","2,380.10","","1.37%"
"02/28/2017","2,363.60","2,366.10","2,367.80","2,359.00","","-0.26%"
"02/27/2017","2,369.80","2,365.20","2,371.50","2,361.90","","0.11%"
"02/24/2017","2,367.30","2,355.70","2,367.30","2,352.90","","0.15%"
"02/23/2017","2,363.80","2,367.50","2,368.30","2,355.10","","0.04%"
"02/22/2017","2,362.80","2,361.10","2,365.10","2,358.30","","-0.11%"
"02/21/2017","2,365.40","2,354.90","2,366.70","2,354.90","","0.60%"
"02/17/2017","2,351.20","2,343.00","2,351.20","2,339.60","","0.17%"
"02/16/2017","2,347.20","2,349.60","2,351.30","2,338.90","","-0.09%"
"02/15/2017","2,349.20","2,335.60","2,351.30","2,334.80","","0.50%"
"02/14/2017","2,337.60","2,326.10","2,337.60","2,322.20","","0.40%"
"02/13/2017","2,328.20","2,321.70","2,331.60","2,321.40","","0.52%"
"02/10/2017","2,316.10","2,312.30","2,319.20","2,311.10","","0.36%"
"02/09/2017","2,307.90","2,296.70","2,311.10","2,296.60","","0.58%"
"02/08/2017","2,294.70","2,289.60","2,295.90","2,285.40","","0.07%"
"02/07/2017","2,293.10","2,295.90","2,299.40","2,290.20","","0.02%"
"02/06/2017","2,292.60","2,294.30","2,296.20","2,288.60","","-0.21%"
"02/03/2017","2,297.40","2,288.50","2,298.30","2,287.90","","0.73%"
"02/02/2017","2,280.80","2,276.70","2,284.00","2,271.70","","0.05%"
"02/01/2017","2,279.60","2,285.60","2,289.10","2,272.40","","0.03%"
"01/31/2017","2,278.90","2,274.00","2,279.10","2,267.20","","-0.09%"
"01/30/2017","2,280.90","2,286.00","2,286.00","2,268.00","","-0.60%"
"01/27/2017","2,294.70","2,299.00","2,299.00","2,291.60","","-0.09%"
"01/26/2017","2,296.70","2,298.60","2,301.00","2,294.10","","-0.07%"
"01/25/2017","2,298.40","2,288.90","2,299.60","2,288.90","","0.80%"
"01/24/2017","2,280.10","2,267.90","2,284.60","2,266.70","","0.66%"
"01/23/2017","2,265.20","2,267.80","2,271.80","2,257.00","","-0.27%"
"01/20/2017","2,271.30","2,270.00","2,277.00","2,265.00","","0.34%"
"01/19/2017","2,263.70","2,271.90","2,274.30","2,258.40","","-0.36%"
"01/18/2017","2,271.90","2,269.10","2,272.00","2,263.30","","0.18%"
"01/17/2017","2,267.90","2,269.10","2,272.10","2,262.80","","-0.29%"
"01/13/2017","2,274.60","2,272.70","2,278.70","2,271.50","","0.18%"
"01/12/2017","2,270.40","2,271.10","2,271.80","2,254.20","","-0.22%"
"01/11/2017","2,275.30","2,268.60","2,275.30","2,260.80","","0.28%"
"01/10/2017","2,268.90","2,269.70","2,279.30","2,265.30","","0.00%"
"01/09/2017","2,268.90","2,273.60","2,275.50","2,268.90","","-0.36%"
"01/06/2017","2,277.00","2,271.10","2,282.10","2,264.10","","0.35%"
"01/05/2017","2,269.00","2,268.20","2,271.50","2,260.40","","-0.08%"
"01/04/2017","2,270.80","2,261.60","2,272.80","2,261.60","","0.58%"
"01/03/2017","2,257.80","2,251.60","2,263.90","2,245.10","","0.85%"
"12/30/2016","2,238.80","2,251.60","2,253.60","2,233.60","","-0.47%"
"12/29/2016","2,249.30","2,249.50","2,254.50","2,244.60","","-0.03%"
"12/28/2016","2,249.90","2,270.20","2,271.30","2,249.10","","-0.84%"
"12/27/2016","2,268.90","2,266.20","2,273.80","2,266.20","","0.23%"
"12/23/2016","2,263.80","2,260.20","2,263.80","2,258.80","","0.12%"
"12/22/2016","2,261.00","2,262.90","2,263.20","2,256.10","","-0.19%"
"12/21/2016","2,265.20","2,270.50","2,271.20","2,265.20","","-0.25%"
"12/20/2016","2,270.80","2,266.50","2,272.60","2,266.10","","0.37%"
"12/19/2016","2,262.50","2,259.20","2,267.50","2,258.20","","0.19%"
"12/16/2016","2,258.10","2,266.80","2,268.10","2,254.20","","-0.17%"
"12/15/2016","2,262.00","2,253.80","2,272.10","2,253.80","","0.39%"
"12/14/2016","2,253.30","2,268.30","2,276.20","2,248.40","","-0.81%"
"12/13/2016","2,271.70","2,263.30","2,277.50","2,263.30","","0.65%"
"12/12/2016","2,257.00","2,258.80","2,264.00","2,252.40","","-0.11%"
"12/09/2016","2,259.50","2,249.70","2,259.80","2,249.20","","0.59%"
"12/08/2016","2,246.20","2,241.10","2,251.70","2,237.60","","0.22%"
"12/07/2016","2,241.30","2,210.70","2,241.60","2,208.90","","1.32%"
"12/06/2016","2,212.20","2,207.30","2,212.80","2,202.20","","0.34%"
"12/05/2016","2,204.70","2,200.70","2,209.40","2,200.00","","0.58%"
"12/02/2016","2,191.90","2,191.10","2,197.90","2,188.40","","0.04%"
"12/01/2016","2,191.10","2,200.20","2,202.60","2,187.40","","-0.35%"
"11/30/2016","2,198.80","2,205.00","2,214.10","2,198.80","","-0.27%"
"11/29/2016","2,204.70","2,200.80","2,210.50","2,198.20","","0.14%"
"11/28/2016","2,201.70","2,210.20","2,211.10","2,200.40","","-0.52%"
"11/25/2016","2,213.30","2,206.30","2,213.30","2,206.30","","0.39%"
"11/23/2016","2,204.70","2,198.60","2,204.70","2,194.50","","0.08%"
"11/22/2016","2,202.90","2,201.60","2,204.80","2,194.50","","0.21%"
"11/21/2016","2,198.20","2,186.40","2,198.70","2,186.40","","0.75%"
"11/18/2016","2,181.90","2,186.80","2,189.90","2,180.40","","-0.24%"
"11/17/2016","2,187.10","2,178.60","2,188.10","2,176.70","","0.47%"
"11/16/2016","2,176.90","2,177.50","2,179.20","2,172.20","","-0.16%"
"11/15/2016","2,180.40","2,168.30","2,180.80","2,166.40","","0.75%"
"11/14/2016","2,164.20","2,165.60","2,171.40","2,156.10","","-0.01%"
"11/11/2016","2,164.40","2,162.70","2,165.90","2,152.50","","-0.14%"
"11/10/2016","2,167.50","2,167.50","2,182.30","2,151.20","","0.19%"
"11/09/2016","2,163.30","2,131.60","2,170.10","2,125.30","","1.11%"
"11/08/2016","2,139.60","2,129.90","2,146.90","2,123.60","","0.38%"
"11/07/2016","2,131.50","2,100.60","2,132.00","2,100.60","","2.22%"
"11/04/2016","2,085.20","2,083.80","2,099.10","2,083.80","","-0.17%"
"11/03/2016","2,088.70","2,098.80","2,102.60","2,085.20","","-0.44%"
"11/02/2016","2,097.90","2,109.40","2,111.80","2,094.00","","-0.65%"
"11/01/2016","2,111.70","2,128.70","2,131.40","2,097.80","","-0.68%"
"10/31/2016","2,126.20","2,129.80","2,133.20","2,125.50","","-0.01%"
"10/28/2016","2,126.40","2,132.20","2,140.70","2,119.40","","-0.31%"
"10/27/2016","2,133.00","2,144.10","2,147.10","2,132.50","","-0.30%"
"10/26/2016","2,139.40","2,137.00","2,145.70","2,131.60","","-0.18%"
"10/25/2016","2,143.20","2,149.70","2,151.40","2,141.90","","-0.38%"
"10/24/2016","2,151.30","2,148.50","2,154.80","2,146.90","","0.47%"
"10/21/2016","2,141.20","2,139.40","2,142.60","2,130.10","","0.00%"
"10/20/2016","2,141.30","2,142.50","2,147.20","2,133.40","","-0.14%"
"10/19/2016","2,144.30","2,140.80","2,148.40","2,138.20","","0.22%"
"10/18/2016","2,139.60","2,138.30","2,144.40","2,135.50","","0.62%"
"10/17/2016","2,126.50","2,132.90","2,135.60","2,124.40","","-0.30%"
"10/14/2016","2,133.00","2,139.70","2,149.20","2,133.00","","0.02%"
"10/13/2016","2,132.60","2,130.30","2,138.20","2,114.70","","-0.31%"
"10/12/2016","2,139.20","2,137.70","2,145.40","2,132.80","","0.12%"
"10/11/2016","2,136.70","2,161.30","2,161.60","2,128.80","","-1.25%"
"10/10/2016","2,163.70","2,160.40","2,169.60","2,160.40","","0.46%"
"10/07/2016","2,153.70","2,164.20","2,165.90","2,144.80","","-0.33%"
"10/06/2016","2,160.80","2,158.20","2,162.90","2,150.30","","0.05%"
"10/05/2016","2,159.70","2,155.20","2,163.90","2,155.20","","0.43%"
"10/04/2016","2,150.50","2,163.40","2,165.50","2,144.00","","-0.50%"
"10/03/2016","2,161.20","2,164.30","2,164.40","2,154.80","","-0.33%"
"09/30/2016","2,168.30","2,156.50","2,175.30","2,156.50","","0.80%"
"09/29/2016","2,151.10","2,168.90","2,172.70","2,145.20","","-0.93%"
"09/28/2016","2,171.40","2,161.80","2,172.40","2,151.80","","0.53%"
"09/27/2016","2,159.90","2,146.00","2,161.10","2,141.60","","0.64%"
"09/26/2016","2,146.10","2,158.50","2,158.50","2,145.00","","-0.86%"
"09/23/2016","2,164.70","2,173.30","2,173.80","2,164.00","","-0.57%"
"09/22/2016","2,177.20","2,170.90","2,180.00","2,170.90","","0.65%"
"09/21/2016","2,163.10","2,144.60","2,165.10","2,139.60","","1.09%"
"09/20/2016","2,139.80","2,145.90","2,150.80","2,139.20","","0.03%"
"09/19/2016","2,139.10","2,144.00","2,153.60","2,135.90","","0.00%"
"09/16/2016","2,139.20","2,146.50","2,146.50","2,131.20","","-0.38%"
"09/15/2016","2,147.30","2,125.40","2,151.30","2,122.40","","1.01%"
"09/14/2016","2,125.80","2,127.90","2,141.30","2,119.90","","-0.06%"
"09/13/2016","2,127.00","2,150.50","2,150.50","2,120.30","","-1.48%"
"09/12/2016","2,159.00","2,120.90","2,163.30","2,119.10","","1.47%"
"09/09/2016","2,127.80","2,169.10","2,169.10","2,127.80","","-2.45%"
"09/08/2016","2,181.30","2,182.80","2,184.90","2,177.50","","-0.22%"
"09/07/2016","2,186.20","2,185.20","2,187.90","2,179.10","","-0.01%"
"09/06/2016","2,186.50","2,181.60","2,186.60","2,175.10","","0.30%"
"09/02/2016","2,180.00","2,177.50","2,184.90","2,173.60","","0.42%"
"09/01/2016","2,170.90","2,171.30","2,173.60","2,157.10","","0.00%"
"08/31/2016","2,170.90","2,173.60","2,173.80","2,161.30","","-0.24%"
"08/30/2016","2,176.10","2,179.40","2,182.30","2,170.40","","-0.20%"
"08/29/2016","2,180.40","2,170.20","2,183.50","2,170.20","","0.53%"
"08/26/2016","2,169.00","2,175.10","2,187.90","2,160.40","","-0.16%"
"08/25/2016","2,172.50","2,173.30","2,179.00","2,169.70","","-0.13%"
"08/24/2016","2,175.40","2,185.10","2,186.70","2,171.20","","-0.53%"
"08/23/2016","2,186.90","2,187.80","2,193.40","2,186.80","","0.20%"
"08/22/2016","2,182.60","2,181.60","2,185.20","2,176.00","","-0.06%"
"08/19/2016","2,183.90","2,184.20","2,185.00","2,175.10","","-0.14%"
"08/18/2016","2,187.00","2,181.90","2,187.00","2,180.50","","0.22%"
"08/17/2016","2,182.20","2,177.80","2,183.10","2,168.50","","0.18%"
"08/16/2016","2,178.20","2,186.20","2,186.20","2,178.10","","-0.55%"
"08/15/2016","2,190.20","2,186.10","2,193.80","2,186.10","","0.28%"
"08/12/2016","2,184.10","2,183.70","2,186.30","2,179.40","","-0.08%"
"08/11/2016","2,185.80","2,178.00","2,188.40","2,178.00","","0.47%"
"08/10/2016","2,175.50","2,182.80","2,183.40","2,172.00","","-0.28%"
"08/09/2016","2,181.70","2,182.20","2,187.70","2,178.60","","0.04%"
"08/08/2016","2,180.90","2,183.80","2,185.40","2,177.80","","-0.09%"
"08/05/2016","2,182.90","2,168.80","2,182.90","2,168.80","","0.86%"
"08/04/2016","2,164.20","2,163.50","2,168.20","2,159.10","","0.02%"
"08/03/2016","2,163.80","2,156.80","2,163.80","2,152.60","","0.32%"
"08/02/2016","2,157.00","2,169.90","2,170.20","2,147.60","","-0.64%"
"08/01/2016","2,170.80","2,173.20","2,178.30","2,166.20","","-0.13%"
"07/29/2016","2,173.60","2,168.80","2,177.10","2,163.50","","0.16%"
"07/28/2016","2,170.10","2,166.10","2,172.80","2,159.70","","0.16%"
"07/27/2016","2,166.60","2,169.80","2,175.00","2,159.10","","-0.12%"
"07/26/2016","2,169.20","2,169.00","2,173.50","2,160.20","","0.03%"
"07/25/2016","2,168.50","2,173.70","2,173.70","2,161.90","","-0.30%"
"07/22/2016","2,175.00","2,166.50","2,175.10","2,163.20","","0.45%"
"07/21/2016","2,165.20","2,172.90","2,174.60","2,159.80","","-0.36%"
"07/20/2016","2,173.00","2,166.10","2,175.60","2,164.90","","0.43%"
"07/19/2016","2,163.80","2,163.80","2,164.60","2,159.00","","-0.14%"
"07/18/2016","2,166.90","2,162.00","2,168.30","2,159.60","","0.24%"
"07/15/2016","2,161.70","2,165.10","2,169.10","2,155.80","","-0.10%"
"07/14/2016","2,163.80","2,157.90","2,169.00","2,157.90","","0.53%"
"07/13/2016","2,152.40","2,153.80","2,156.40","2,146.20","","0.01%"
"07/12/2016","2,152.10","2,139.50","2,155.40","2,139.50","","0.70%"
"07/11/2016","2,137.20","2,131.70","2,143.20","2,131.70","","0.34%"
"07/08/2016","2,129.90","2,107.00","2,131.70","2,107.00","","1.53%"
"07/07/2016","2,097.90","2,100.40","2,109.10","2,089.40","","-0.09%"
"07/06/2016","2,099.70","2,084.40","2,100.70","2,074.00","","0.53%"
"07/05/2016","2,088.60","2,095.10","2,095.10","2,080.90","","-0.68%"
"07/01/2016","2,102.90","2,099.30","2,108.70","2,097.90","","0.19%"
"06/30/2016","2,098.90","2,073.20","2,098.90","2,070.00","","1.36%"
"06/29/2016","2,070.80","2,042.70","2,073.10","2,042.70","","1.70%"
"06/28/2016","2,036.10","2,006.70","2,036.10","2,006.70","","1.78%"
"06/27/2016","2,000.50","2,031.50","2,031.50","1,991.70","","-1.81%"
"06/24/2016","2,037.40","2,103.80","2,103.80","2,032.60","","-3.59%"
"06/23/2016","2,113.30","2,092.80","2,113.30","2,092.80","","1.34%"
